ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
1,0,"Alca torda",57.000000_-2.160000_Europe_GB_Burn_of_Daff_to_Newtonhill_-24_14_6_1999,,57.000000,-2.160000,14,6,1999
1,0,"Alca torda",59.870000_-1.460000_Europe_GB_Burn_of_Garth_to_Broad_Stack_73_24_6_1999,,59.870000,-1.460000,24,6,1999
1,0,"Alca torda",60.500000_-1.090000_Europe_GB_Burravoe_Pier_-16_17_6_1999,,60.500000,-1.090000,17,6,1999
1,0,"Alca torda",58.250000_-3.360000_Europe_GB_Burrigill_21_25_6_1999,,58.250000,-3.360000,25,6,1999
1,0,"Alca torda",58.700000_-3.030000_Europe_GB_Burwick_-_Sandwick_73_20_6_2000,,58.700000,-3.030000,20,6,2000
1,0,"Alca torda",53.290000_-4.250000_Europe_GB_Bwrdd_Arthur_to_Fedw_Fawr_-67_10_7_2001,,53.290000,-4.250000,10,7,2001
1,0,"Alca torda",51.560000_-5.170000_Europe_GB_Cabin_Door_to_Mount_Sion_Down_46_3_6_2000,,51.560000,-5.170000,3,6,2000
1,0,"Alca torda",52.020000_-4.770000_Europe_GB_Caemes_Head_-129_21_5_2001,,52.020000,-4.770000,21,5,2001
1,0,"Alca torda",56.470000_-6.380000_Europe_GB_Cairn_Na_Burgh_Beg_24_58_17_6_1999,,56.470000,-6.380000,17,6,1999
1,0,"Alca torda",56.470000_-6.380000_Europe_GB_Cairn_Na_Burgh_More_23_58_17_6_1999,,56.470000,-6.380000,17,6,1999
1,0,"Alca torda",60.410000_-1.630000_Europe_GB_Calders_Geo_104_6_6_2000,,60.410000,-1.630000,6,6,2000
1,0,"Alca torda",51.570000_-4.740000_Europe_GB_Caldey_Island_-_Chapel_25_21_5_2000,,51.570000,-4.740000,21,5,2000
1,0,"Alca torda",51.570000_-4.740000_Europe_GB_Caldey_Island_-_Drinkim_25_21_5_2000,,51.570000,-4.740000,21,5,2000
1,0,"Alca torda",51.570000_-4.740000_Europe_GB_Caldey_Island_-_West_Beacon_25_20_5_2000,,51.570000,-4.740000,20,5,2000
1,0,"Alca torda",59.240000_-2.870000_Europe_GB_Calf_of_Eday_1_1_6_6_2002,,59.240000,-2.870000,6,6,2002
1,0,"Alca torda",59.150000_-2.870000_Europe_GB_Calf_of_Eday_2_24_6_6_2002,,59.150000,-2.870000,6,6,2002
1,0,"Alca torda",59.150000_-2.870000_Europe_GB_Calf_of_Eday_4_24_6_6_2002,,59.150000,-2.870000,6,6,2002
1,0,"Alca torda",59.150000_-2.870000_Europe_GB_Calf_of_Eday_7_24_6_6_2002,,59.150000,-2.870000,6,6,2002
1,0,"Alca torda",54.000000_-4.900000_Europe_GB_Calf_of_Man_36_16_5_1999,,54.000000,-4.900000,16,5,1999
1,0,"Alca torda",51.830000_-5.330000_Europe_GB_Cantwr-Midland_20_1_6_2001,,51.830000,-5.330000,1,6,2001
1,0,"Alca torda",58.580000_-5.090000_Europe_GB_Cape_Wrath_3_40_27_5_2000,,58.580000,-5.090000,27,5,2000
1,0,"Alca torda",58.580000_-5.090000_Europe_GB_Cape_Wrath_4_40_27_5_2000,,58.580000,-5.090000,27,5,2000
1,0,"Alca torda",52.110000_-4.770000_Europe_GB_Cardigan_Island_1_19_19_6_2000,,52.110000,-4.770000,19,6,2000
1,0,"Alca torda",52.020000_-4.910000_Europe_GB_Carreg_Bica_-36_21_5_2001,,52.020000,-4.910000,21,5,2001
1,0,"Alca torda",51.820000_-5.480000_Europe_GB_Carreg_Rhoson_35_9_6_2001,,51.820000,-5.480000,9,6,2001
1,0,"Alca torda",52.930000_-4.530000_Europe_GB_Carreg_y_Llam_-31_18_6_2000,,52.930000,-4.530000,18,6,2000
1,0,"Alca torda",50.210000_-5.360000_Europe_GB_Carvannet_-_Portreath_2_-56_16_6_2000,,50.210000,-5.360000,16,6,2000
1,0,"Alca torda",50.210000_-5.360000_Europe_GB_Carvannet_-_Portreath_3_-56_16_6_2000,,50.210000,-5.360000,16,6,2000
1,0,"Alca torda",49.900000_-6.450000_Europe_GB_Castle_Bryher_31_1_6_1999,,49.900000,-6.450000,1,6,1999
1,0,"Alca torda",56.910000_-2.330000_Europe_GB_Castle_Haven_-91_18_6_1999,,56.910000,-2.330000,18,6,1999
1,0,"Alca torda",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_11_6_2001,,57.450000,-1.830000,11,6,2001
1,0,"Alca torda",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_23_6_2001,,57.450000,-1.830000,23,6,2001
1,0,"Alca torda",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_3_6_2001,,57.450000,-1.830000,3,6,2001
1,0,"Alca torda",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_9_6_2001,,57.450000,-1.830000,9,6,2001
2,0,"Alca torda",56.440000_-7.030000_Europe_GB_Ceann_a_Mhara_12_22_6_1999,,56.440000,-7.030000,22,6,1999
1,0,"Alca torda",58.150000_-3.530000_Europe_GB_Ceann_Leathad_nam_Bo_1_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Alca torda",58.150000_-3.530000_Europe_GB_Ceann_Leathad_nam_Bo_2_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Alca torda",52.020000_-4.770000_Europe_GB_Ceibwr1_-129_21_5_2001,,52.020000,-4.770000,21,5,2001
1,0,"Alca torda",58.360000_-6.270000_Europe_GB_Cellar_Head_-116_17_6_1999,,58.360000,-6.270000,17,6,1999
1,0,"Alca torda",58.090000_-6.240000_Europe_GB_Chicken_Head_92_3_6_1999,,58.090000,-6.240000,3,6,1999
1,0,"Alca torda",58.500000_-4.570000_Europe_GB_Cleit_Ane-Seabhaig_-176_10_6_2000,,58.500000,-4.570000,10,6,2000
1,0,"Alca torda",58.150000_-3.530000_Europe_GB_Cleit_Bheag_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Alca torda",57.450000_-6.660000_Europe_GB_Clett_-109_30_5_2001,,57.450000,-6.660000,30,5,2001
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_1_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_10_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-5.090000_Europe_GB_Clo_Mor_11_40_26_5_2000,,58.580000,-5.090000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_2_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_4_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_5_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_7_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_8_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",58.580000_-4.920000_Europe_GB_Clo_Mor_9_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Alca torda",57.540000_-6.680000_Europe_GB_Cnoc_Dubh_Mor_to_Biod_a'_Choltraiche_24_29_5_2001,,57.540000,-6.680000,29,5,2001
1,0,"Alca torda",58.150000_-3.530000_Europe_GB_Cnoc_na_Croiche_-98_18_6_1999,,58.150000,-3.530000,18,6,1999
1,0,"Alca torda",58.150000_-3.530000_Europe_GB_Cnoc_na_Croiche_-98_20_6_1999,,58.150000,-3.530000,20,6,1999
1,0,"Alca torda",58.090000_-6.240000_Europe_GB_Cnoc_na_h-lolair_92_3_6_1999,,58.090000,-6.240000,3,6,1999
1,0,"Alca torda",58.060000_-3.690000_Europe_GB_Cnoc_na_Stri_2_21_20_6_1999,,58.060000,-3.690000,20,6,1999
1,0,"Alca torda",59.870000_-1.460000_Europe_GB_Colsay_73_8_6_1999,,59.870000,-1.460000,8,6,1999
1,0,"Alca torda",57.000000_-6.610000_Europe_GB_Compass_Hill_to_Iorcail_12_4_7_1999,,57.000000,-6.610000,4,7,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_3_35_27_5_1999,,58.880000,-2.690000,27,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_4_35_27_5_1999,,58.880000,-2.690000,27,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_5_35_27_5_1999,,58.880000,-2.690000,27,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_6_35_30_5_1999,,58.880000,-2.690000,30,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_7_35_30_5_1999,,58.880000,-2.690000,30,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_8_35_27_5_1999,,58.880000,-2.690000,27,5,1999
1,0,"Alca torda",58.880000_-2.690000_Europe_GB_Copinsay_9_35_27_5_1999,,58.880000,-2.690000,27,5,1999
1,0,"Alca torda",57.790000_-7.210000_Europe_GB_Coppay_8_12_6_2002,,57.790000,-7.210000,12,6,2002
1,0,"Alca torda",59.870000_-1.460000_Europe_GB_Corbie_Geo_to_Whale_Stack_73_8_6_1999,,59.870000,-1.460000,8,6,1999
1,0,"Alca torda",58.340000_-3.190000_Europe_GB_Corbiegoe_-119_1_7_1999,,58.340000,-3.190000,1,7,1999
1,0,"Alca torda",58.340000_-3.190000_Europe_GB_Corbiegoe_-119_2_7_1999,,58.340000,-3.190000,2,7,1999
1,0,"Alca torda",58.880000_-2.860000_Europe_GB_Corn_Holm_2_1_29_5_1999,,58.880000,-2.860000,29,5,1999
2,0,"Alca torda",59.050000_-3.390000_Europe_GB_Costa_Head_1_31_9_6_2000,,59.050000,-3.390000,9,6,2000
2,0,"Alca torda",59.140000_-3.400000_Europe_GB_Costa_Head_10_51_16_6_2000,,59.140000,-3.400000,16,6,2000
1,0,"Alca torda",59.150000_-3.220000_Europe_GB_Costa_Head_12_-25_16_6_2000,,59.150000,-3.220000,16,6,2000
2,0,"Alca torda",59.150000_-3.220000_Europe_GB_Costa_Head_13_-25_16_6_2000,,59.150000,-3.220000,16,6,2000
1,0,"Alca torda",59.150000_-3.220000_Europe_GB_Costa_Head_14_-25_16_6_2000,,59.150000,-3.220000,16,6,2000
2,0,"Alca torda",59.150000_-3.220000_Europe_GB_Costa_Head_15_-25_16_6_2000,,59.150000,-3.220000,16,6,2000
1,0,"Alca torda",59.050000_-3.390000_Europe_GB_Costa_Head_2_31_9_6_2000,,59.050000,-3.390000,9,6,2000
1,0,"Alca torda",59.050000_-3.390000_Europe_GB_Costa_Head_3_31_9_6_2000,,59.050000,-3.390000,9,6,2000
1,0,"Alca torda",59.140000_-3.400000_Europe_GB_Costa_Head_7_51_9_6_2000,,59.140000,-3.400000,9,6,2000
2,0,"Alca torda",59.140000_-3.400000_Europe_GB_Costa_Head_8_51_9_6_2000,,59.140000,-3.400000,9,6,2000
1,0,"Alca torda",59.140000_-3.400000_Europe_GB_Costa_Head_9_51_10_6_2000,,59.140000,-3.400000,10,6,2000
1,0,"Alca torda",57.090000_-2.160000_Europe_GB_Cove_Bay_-115_5_6_1999,,57.090000,-2.160000,5,6,1999
1,0,"Alca torda",51.140000_-4.000000_Europe_GB_Cow_and_Calf_-159_22_6_2001,,51.140000,-4.000000,22,6,2001
1,0,"Alca torda",52.740000_-4.810000_Europe_GB_Craig_Cwlwm_12_17_6_2000,,52.740000,-4.810000,17,6,2000
1,0,"Alca torda",55.320000_-5.780000_Europe_GB_CRAIGAIG_-293_29_5_1999,,55.320000,-5.780000,29,5,1999
1,0,"Alca torda",56.010000_-2.800000_Europe_GB_Craigleith_-13_6_6_1999,,56.010000,-2.800000,6,6,1999
1,0,"Alca torda",56.820000_-2.320000_Europe_GB_Crawton_Bay_-82_10_6_2000,,56.820000,-2.320000,10,6,2000
1,0,"Alca torda",58.270000_-6.260000_Europe_GB_Creag_an_Duilisg_3_30_6_1999,,58.270000,-6.260000,30,6,1999
1,0,"Alca torda",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_1_21_20_6_1999,,58.060000,-3.690000,20,6,1999
1,0,"Alca torda",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_2_21_20_6_1999,,58.060000,-3.690000,20,6,1999
1,0,"Alca torda",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_3_21_21_6_1999,,58.060000,-3.690000,21,6,1999
1,0,"Alca torda",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_4_21_21_6_1999,,58.060000,-3.690000,21,6,1999
1,0,"Alca torda",54.980000_-5.120000_Europe_GB_Dyke_Foot_-_March_Burn_-69_10_6_1999,,54.980000,-5.120000,10,6,1999
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_Dykes_End_-56_12_6_2000,,54.110000,-0.160000,12,6,2000
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_Dykes_End_-56_13_6_2000,,54.110000,-0.160000,13,6,2000
1,0,"Alca torda",57.810000_-8.730000_Europe_GB_E_Poll_Adinet_-_Mol_Shoay_122_17_6_1999,,57.810000,-8.730000,17,6,1999
1,0,"Alca torda",57.810000_-8.570000_Europe_GB_East_Boreray_-112_20_6_1999,,57.810000,-8.570000,20,6,1999
1,0,"Alca torda",56.380000_-6.370000_Europe_GB_East_Coast_Staffa_34_3_6_1999,,56.380000,-6.370000,3,6,1999
2,0,"Alca torda",58.220000_-7.620000_Europe_GB_East_Group_(excluding_Eilean_Mor)_36_4_6_1998,,58.220000,-7.620000,4,6,1998
1,0,"Alca torda",60.580000_-0.900000_Europe_GB_East_Neap_-1_16_6_2000,,60.580000,-0.900000,16,6,2000
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_East_Scar_-56_1_6_2000,,54.110000,-0.160000,1,6,2000
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_East_Scar_-56_12_6_2000,,54.110000,-0.160000,12,6,2000
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_East_Scar_-56_2_6_2000,,54.110000,-0.160000,2,6,2000
1,0,"Alca torda",54.110000_-0.160000_Europe_GB_East_Scar_-56_5_6_2000,,54.110000,-0.160000,5,6,2000
1,0,"Alca torda",55.560000_-1.680000_Europe_GB_East_Wideopen_-20_2_6_2000,,55.560000,-1.680000,2,6,2000
1,0,"Alca torda",52.740000_-4.810000_Europe_GB_Ebolion_12_18_6_2000,,52.740000,-4.810000,18,6,2000
1,0,"Alca torda",59.150000_-2.870000_Europe_GB_Eday_20_24_7_6_2002,,59.150000,-2.870000,7,6,2002
1,0,"Alca torda",56.130000_-5.860000_Europe_GB_Eilean_An_Naiohh_NW_Cliffs_47_9_6_1999,,56.130000,-5.860000,9,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_an_Tighe_1_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_an_Tighe_2_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_an_Tighe_3_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",56.130000_-5.860000_Europe_GB_Eilean_Beag_47_3_6_2000,,56.130000,-5.860000,3,6,2000
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_Mhuire_1_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_Mhuire_2_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_Mhuire_3_45_9_6_1999,,57.820000,-6.380000,9,6,1999
1,0,"Alca torda",57.820000_-6.380000_Europe_GB_Eilean_Mhuire_4_45_8_6_1999,,57.820000,-6.380000,8,6,1999
1,0,"Alca torda",58.220000_-7.620000_Europe_GB_Eilean_Mor_(of_East_Group)_36_5_6_1998,,58.220000,-7.620000,5,6,1998
1,0,"Alca torda",56.130000_-5.860000_Europe_GB_Eilean_Mor_47_3_6_2000,,56.130000,-5.860000,3,6,2000
2,0,"Alca torda",56.130000_-5.860000_Europe_GB_Eilean_Mor_47_9_6_1999,,56.130000,-5.860000,9,6,1999
1,0,"Alca torda",58.500000_-4.400000_Europe_GB_Eilean_Nan_Ron_3_-110_15_6_2000,,58.500000,-4.400000,15,6,2000
1,0,"Alca torda",58.500000_-4.400000_Europe_GB_Eilean_Nan_Ron_4_-110_15_6_2000,,58.500000,-4.400000,15,6,2000
1,0,"Alca torda",58.500000_-4.400000_Europe_GB_Eilean_Nan_Ron_5_-110_15_6_2000,,58.500000,-4.400000,15,6,2000
1,0,"Alca torda",51.140000_-4.000000_Europe_GB_Elwill_Bay_-159_22_6_2001,,51.140000,-4.000000,22,6,2001
1,0,"Alca torda",55.830000_-2.160000_Europe_GB_Eyemouth_to_Burmouth_1_-77_11_6_2000,,55.830000,-2.160000,11,6,2000
1,0,"Alca torda",55.830000_-2.160000_Europe_GB_Eyemouth_to_Burmouth_2_-77_11_6_2000,,55.830000,-2.160000,11,6,2000
1,0,"Alca torda",55.830000_-2.160000_Europe_GB_Eyemouth_to_Burmouth_3_-77_11_6_2000,,55.830000,-2.160000,11,6,2000
